"";"X.rts_a";"X.rts_i"
"vaudois";0,68;0,57
"histoire";0,21;0,36
"raconter";0,05;0,15
"fribourgeois";0,13;0,12
"hein";0,43;0,42
"parce_que";0,58;0,78
"elles";0,43;0,36
"facile";0,17;0,03
"gagner";0,12;0,09
"emji_visage_de_geek";0,18;0,6
"avril";0,16;0,24
"aïe";0,07;0,24
"cou";0,09;0,03
"ch";0,09;0,09
"like";0,1;0,18
"emji_oeil";0,1;0,15
"sale";0,35;0,18
"etait";0,12;0,24
"avance";0,07;0,09
"effet";0,08;0,39
"chier";0,1;0,18
"monde";0,58;0,9
"r";0,14;0,09
"moche";0,27;0,09
"rendre";0,11;0,27
"bout";0,23;0,12
"commentaire";0,57;1,4
"courant";0,13;0,12
"fier";0,11;0,15
"chauve";0,07;0,06
"vive";0,44;0,39
"mot";0,88;0,33
"amuser";0,12;0
"emji_coeur_rouge";0,71;0,33
"enfance";0,18;0,12
"fermer";0,13;0,12
"arrière";0,12;0,09
"délicieux";0,09;0,03
"commencer";0,22;0,3
"ensuite";0,1;0,09
"franchement";0,17;0,33
"top";0,43;0,15
"moment";0,25;0,42
"expliquer";0,15;0,33
"1";0,51;1,17
"phrase";0,17;0,03
"emji_pouce_vers_le_haut_peau_claire";0,29;0,12
"prochain";0,14;0,3
"30";0,24;0,3
"couteau";0,12;0,09
"travail";0,2;0,21
"chaussette";0,44;0,18
"mourir";0,21;0,18
"écouter";0,24;0,33
"manquer";0,38;0,51
"presque";0,28;0,12
"cuisse";0,14;0
"hahah";0,07;0,18
"50";0,23;0,27
"haha";0,23;0,24
"encore";1,8;2,15
"certainement";0,09;0,21
"jour";0,78;0,75
"effectivement";0,28;0,27
"sauver";0,09;0,09
"montrer";0,13;0,12
"accent";2,84;0,09
"sûr";0,31;0,87
"incroyable";0,34;0,39
"leur";0,75;1,17
"mauvais";0,13;0,18
"ceux";0,38;0,57
"heure";0,36;0,36
"bientôt";0,07;0,18
"prêt";0,15;0,12
"emji_visage_souriant_avec_yeux_plissés";1,14;1,73
"emji_visage_effrayé";0,1;0,33
"emji_applaudissements";0,7;1,25
"coeur";0,21;0,18
"arriver";0,45;0,42
"nom";0,54;0,3
"boire";0,26;0,36
"gag";0,06;0,09
"vendre";0,13;0,15
"trouver";0,91;0,51
"cas";0,36;0,3
"donc";1,26;0,87
"personnage";0,1;0
"emji_mains_levées";0,32;0,48
"frère";0,11;0,03
"fumer";0,19;0,21
"impossible";0,14;0,09
"automne";0,19;0,3
"tirer";0,2;0,12
"chaise";0,19;0,06
"table";0,11;0
"vers";0,1;0,09
"hiver";1,77;0,99
"pur";0,09;0,12
"bordel";0,1;0,27
"celui";0,27;0,24
"surtout";0,6;0,66
"vin";0,24;0,51
"valaisan";0,24;0,15
"valoir";0,45;0,51
"wc";0,41;0,18
"toilette";1,74;0,33
"blague";0,38;1,17
"sport";0,09;0,15
"salle";0,56;0,36
"bel";0,13;0,03
"faute";0,05;0,15
"dingue";0,08;0,03
"pays";0,25;0,48
"emmental";0,16;0,36
"pote";0,21;0,12
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";0,17;0,96
"rentrer";0,11;0,12
"trou";0,17;0,09
"aaaah";0,12;0,15
"peine";0,08;0,09
"sacré";0,29;0,36
"règle";0,09;0,06
"taille";0,11;0,09
"culotte";0,15;0,06
"cet";0,5;0,27
"bonjour";0,16;0,06
"énorme";0,13;0,03
"leurs";0,35;0,66
"abuser";0,09;0,12
"devenir";0,38;0,42
"lire";0,17;0,54
"emji_visage_boudeur";0,18;2,27
"amour";0,1;0,03
"gentil";0,1;0,09
"fameux";0,31;0,18
"part";0,32;0,3
"autant";0,23;0,27
"compliqué";0,08;0,18
"louis";0,13;0,09
"saison";0,35;0,39
"ahhh";0,1;0,15
"corps";0,14;0,24
"vent";0,07;0,18
"emji_visage_bleu_et_froid";0,18;0,39
"remonter";0,08;0,06
"degré";0,27;0,48
"sembler";0,15;0,03
"bonnet";0,11;0,12
"version";0,16;0,18
"allemand";0,26;0,6
"animal";0,08;0,15
"seconde";0,08;0,06
"soirée";0,06;0,12
"préférer";0,42;0,39
"aucune";0,2;0,39
"langue";0,18;0,27
"chercher";0,11;0,12
"ces";1,24;1,52
"ouais";0,31;0,54
"ses";0,66;0,48
"emji_visage_soulagé";0,23;0,21
"perdre";0,26;0,09
"style";0,24;0,27
"emji_visage_ébahi";0,09;0,06
"demander";0,49;0,24
"verre";0,1;0,12
"look";0,11;0,09
"rappeler";0,45;0,15
"piste";0,08;0,06
"emji_visage_souriant_avec_de_grands_yeux";0,09;0,12
"omg";0,22;0,21
"esprit";0,08;0,03
"espérer";0,17;0,45
"payer";0,08;0,36
"cassette";0,14;0
"bernois";0,04;0,21
"emji_visage_souriant_avec_yeux_rieurs";0,55;0,18
"tous";1,26;1,43
"propre";0,51;0,18
"prononcer";0,17;0,09
"votre";0,56;1,02
"niveau";0,21;0,12
"bas";0,17;0,33
"ressembler";0,45;0,18
"loin";0,33;0,33
"sketch";0,13;0,24
"saint";0,15;0,12
"détester";0,51;0,18
"emji_visage_souriant_avec_auréole";0,31;0,12
"dame";0,52;0,12
"rouge";0,2;0,15
"heu";0,09;0,03
"noël";0,18;0,24
"route";0,07;0,18
"habiter";0,29;0,18
"hier";0,15;0,18
"bouche";0,08;0,09
"vraiment";0,76;0,99
"emji_visage_éméché";0,29;0,36
"lorsque";0,1;0,03
"vif";0,17;0,15
"jusqu_à";0,18;0,15
"nuit";0,11;0,15
"parisien";0,16;0,12
"genevois";0,19;0,12
"faux";0,15;0,39
"réf";0,11;0,06
"70";0,26;0,03
"ici";0,44;0,54
"personne";0,92;0,96
"aucun";0,21;0,42
"ni";0,42;0,42
"québec";0,37;0
"emji_visage_implorant";0,16;0,09
"suite";0,18;0,06
"moustache";0,1;0,03
"gruyère";0,22;0,87
"vacherin";0,05;0,12
"vache";0,18;0,12
"pierre";0,23;0,12
"sosie";0,12;0,03
"stylé";0,1;0,15
"françois";0,15;0,06
"barre";0,05;0,15
"depuis";0,79;0,72
"10";0,29;0,45
"dommage";0,31;0,15
"appeler";1,52;0,78
"déconner";0,07;0,18
"magnifique";0,11;0,03
"slip";0,15;0,06
"grand_père";0,09;0
"travailler";0,15;0,33
"tard";0,27;0,15
"donner";0,44;0,3
"valaisans";0,12;0,12
"sueur";0,03;0,27
"quelque";0,16;0,24
"noir";0,24;0,3
"emji_index_pointant_vers_le_haut_peau_claire";0,04;0,18
"alain";0,12;0,03
"joli";0,24;0,21
"allumer";0,09;0,15
"emji_miam";0,24;0,18
"taper";0,07;0,12
"foutre";0,26;0,42
"début";0,38;0,09
"vivre";0,46;0,39
"bande";0,15;0,09
"costume";0,11;0,12
"emji_pouce_vers_le_haut";0,27;0,12
"technique";0,09;0,06
"marrer";0,12;0,03
"tant";0,2;0,33
"garder";0,25;0,12
"émission";0,1;0
"jacques";0,09;0
"the";0,1;0,03
"retour";0,15;0,24
"clair";0,13;0,18
"rêve";0,16;0,24
"humour";0,19;0,33
"japonais";0,24;0,09
"p";0,53;0,27
"tits";0,1;0
"italie";0,59;0,15
"espagne";0,09;0,03
"bidet";2,97;0
"partie";0,42;0,27
"bain";0,8;0,33
"utiliser";1,21;0,42
"pourtant";0,3;0,21
"utile";0,11;0,03
"hygiénique";0,21;0,03
"papier";0,49;0,33
"cheval";0,12;0,03
"bouger";0,07;0,09
"pet";0,13;0,03
"gens";0,92;0,69
"essuyer";0,17;0,09
"lieu";0,12;0,18
"laver";2;0,51
"nettoyer";0,27;0,15
"commission";0,1;0,03
"exister";0,53;0,24
"douchettes";0,1;0
"sinon";0,36;0,15
"bref";0,08;0,06
"fesse";0,45;0,06
"bouteille";0,38;0,03
"affaire";0,07;0,06
"main";0,4;0,33
"âge";0,19;0,18
"chanson";0,2;0,06
"pratique";0,74;0,09
"moyen";0,21;0,12
"contraception";0,1;0
"ciel";0,11;0,09
"toutes";0,55;0,33
"nain";0,1;0,03
"pardon";0,12;0,24
"servir";0,59;0,18
"simplement";0,08;0,09
"derrière";0,28;0,15
"certaines";0,09;0,06
"siècle";0,07;0,06
"appartement";0,1;0,06
"pièce";0,09;0,03
"selon";0,09;0,18
"problème";0,26;0,54
"invention";0,2;0,03
"intime";0,31;0,03
"chez";1,17;1,23
"vos";0,21;0,33
"rapport";0,14;0,21
"musique";0,17;0,18
"classique";0,16;0,03
"stp";0,1;0,09
"samedi";0,07;0,18
"mr";0,15;0,15
"autres";0,45;1,08
"claude";0,14;0,06
"daniel";0,1;0
"dimanche";0,44;0,12
"17";0,1;0,06
"nos";0,59;0,45
"normal";0,1;0,3
"veste";0,12;0,09
"léger";0,1;0
"pied";0,65;0,33
"obliger";0,17;0,06
"chien";0,16;0,09
"sac";0,37;0,03
"plastique";0,21;0,03
"envers";0,17;0,21
"ci";0,06;0,09
"pensée";0,12;0
"retrouver";0,26;0,27
"machine";0,08;0,06
"t_shirt";0,07;0,09
"porte";0,21;0,18
"blond";0,16;0,09
"voiture";0,14;0,45
"nan";0,18;0,15
"absolument";0,14;0,09
"installer";0,28;0,18
"rigoler";0,22;0,36
"france";1,28;1,05
"emji_visage_anxieux_avec_goutte_de_sueur";0,15;0,6
"assez";0,28;0,57
"doux";0,16;0,03
"ancien";0,19;0,09
"poisson";0,22;0,18
"belge";0,36;0,06
"europe";0,14;0,03
"ok";0,43;0,39
"belgique";0,45;0,03
"finir";0,26;0,39
"mi";0,09;0,03
"triste";0,1;0,27
"envoyer";0,12;0,21
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";0,14;0,27
"long";0,1;0,21
"caillou";0,04;0,21
"sauter";0,11;0,09
"canton";0,26;0,27
"vaud";0,17;0,06
"bah";0,57;0,78
"français";2;1,08
"pire";0,35;0,57
"fendre";0,1;0,09
"emji_coeur_brisé";0,05;0,24
"refaire";0,09;0,03
"vintage";0,09;0,06
"péter";0,07;0,12
"dixit";0,03;0,21
"dedans";0,21;0,18
"ouin";0,13;0
"lunette";0,18;0,15
"gauche";0,12;0,33
"emji_visage_qui_tire_la_langue_les_yeux_plissés";0,24;0,3
"changer";0,73;0,24
"emji_ok";0,19;0,09
"life";0,06;0,09
"emji_chat_qui_pleure_de_joie";0,38;0,48
"chat";0,41;0,18
"place";0,22;0,15
"quelqu_un";0,3;0,27
"mdrrr";0,15;0,09
"geneve";0,1;0,12
"remarquer";0,09;0,09
"paire";0,13;0,03
"longtemps";0,36;0,21
"entendre";0,87;0,36
"emji_drapeau_france";0,18;0,06
"anglais";0,12;0,06
"bureau";0,07;0,06
"go";0,08;0,06
"emji_visage_avec_des_symboles_dans_la_bouche";0,38;4,09
"pull";0,31;0,21
"terminer";0,09;0,09
"enfin";0,15;0,6
"4";0,32;0,6
"justement";0,1;0,09
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";0,13;0,03
"heureux";0,16;0,12
"génial";0,17;0,15
"beauf";0,09;0,03
"camping";0,1;0,09
"voisin";0,19;0,18
"acheter";0,24;0,3
"boulot";0,13;0,03
"walkman";0,24;0
"wtf";0,06;0,3
"sauf";0,27;0,3
"public";0,13;0,06
"souvent";0,24;0,21
"type";0,16;0,18
"odeur";0,17;0,57
"porc";0,07;0,12
"tjs";0,2;0,03
"certains";0,28;0,18
"danse";0,36;0,06
"plage";0,29;0,03
"puis";0,23;0,12
"plat";0,09;0,09
"gris";0,06;0,21
"groupe";0,1;0,06
"celles";0,07;0,06
"emji_visage_qui_regarde_entre_ses_doigts";0,54;0,84
"rassurer";0,1;0,06
"ons";0,03;0,24
"sortie";0,1;0,09
"dernier";0,45;0,24
"emji_visage_épuisé";0,33;0,21
"tomber";0,17;0,27
"reprendre";0,09;0
"porter";0,2;0,21
"bosser";0,1;0,03
"téléphone";0,11;0,03
"seul";0,5;0,42
"oeil";0,17;0,36
"emji_visage_qui_fait_un_câlin";0,26;0,09
"cigarette";0,08;0,06
"nord";0,2;0,18
"filmer";0,08;0,06
"collège";0,09;0
"madame";0,23;0,21
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";0,06;0,09
"casque";0,11;0,36
"meme";0,25;0,15
"pauvre";0,4;0,57
"mari";0,18;0,12
"base";0,1;0,12
"rare";0,09;0
"dîner";0,07;0,12
"risque";0,03;0,18
"idem";0,19;0,09
"di";0,07;0,15
"chambre";0,07;0,06
"tenir";0,08;0,24
"couleur";0,2;0,18
"terre";0,08;0,18
"emji_tête_de_mort";0,13;0,03
"parfois";0,23;0,12
"baiser";0,13;0
"emji_visage_rouge_et_chaud";0,09;0,03
"souci";0,07;0,06
"ya";0,18;0,12
"emji_visage_qui_tire_la_langue";0,04;0,21
"geler";0,1;0,09
"pari";0,12;0,06
"euh";0,1;0,06
"chemise";0,09;0,03
"fromage";0,31;0,72
"raclette";0,14;0,63
"rigolo";0,12;0,12
"sympa";0,17;0,06
"crème";0,07;0,09
"semaine";0,1;0,06
"ensemble";0,08;0,03
"mère";0,56;0,03
"moitié";0,11;0,18
"100";0,13;0,18
"inquiéter";0,06;0,12
"revenir";0,37;0,15
"emji_visage_aux_yeux_en_spirales";0,24;0,69
"st";0,13;0,15
"emji_visage_souriant_avec_une_larme";0,17;0,27
"milieu";0,07;0,15
"matin";0,19;0,21
"feu";0,14;0,15
"plusieurs";0,18;0,24
"short";0,04;0,15
"ps";0,26;0,24
"service";0,1;0,09
"devant";0,18;0,15
"ouai";0,09;0,15
"emji_mains_en_prière";0,2;0,06
"foot";0,08;0,15
"hyper";0,08;0,12
"suffire";0,1;0,12
"terme";0,17;0,03
"tante";0,1;0,03
"dormir";0,15;0,51
"rouleau";0,07;0,06
"peur";0,1;0,27
"envie";0,2;0,09
"ptdr";0,14;0,06
"café";0,16;0,09
"ridicule";0,12;0,15
"vivement";0,09;0,24
"collier";0,09;0,03
"emji_tête_à_l";0,09;0,09
"jpp";0,08;0,12
"hop";0,1;0,09
"tourner";0,09;0,03
"collection";0,09;0,06
"pleuvoir";0,06;0,12
"ha";0,13;0,12
"2023";0,1;0,03
"terrible";0,06;0,09
"force";0,09;0,3
"toucher";0,04;0,15
"image";0,08;0,09
"e";0,23;0,27
"complètement";0,13;0,15
"oncle";0,11;0,03
"luc";0,07;0,09
"emji_verre_de_vin";0,1;0
"argument";0,04;0,21
"2000";0,13;0,24
"date";0,16;0,06
"seulement";0,17;0,3
"écrire";0,17;0,51
"durant";0,09;0,03
"emji_tas_de_crotte";0,26;0,33
"rue";0,1;0,03
"emji_bouton_coché";0,13;0,15
"exemple";0,13;0,15
"parfaire";0,15;0,33
"haïr";0,1;0
"tes";0,24;0,42
"emji_tête_qui_explose";0,1;1,17
"emji_visage_avec_un_léger_sourire";0,14;0
"bouffe";0,1;0
"nègre";0,12;0
"emji_visage_sans_expression";0,1;0
"tjrs";0,1;0,06
"tete";0,09;0
"negre";0,23;0
"finalement";0,1;0,09
"dépendre";0,1;0
"sujet";0,09;0,18
"raciste";0,07;0,09
"continuer";0,07;0,21
"tit";0,28;0,18
"jaune";0,1;0,06
"apéro";0,1;0,15
"midi";0,07;0,09
"riche";0,06;0,21
"sec";0,1;0,06
"90";0,24;0,15
"intérieur";0,09;0,12
"quels";0,08;0,03
"pâtisserie";0,1;0,03
"pov";0,11;0,15
"16";0,09;0,03
"dsl";0,04;0,3
"lidl";0,11;0,06
"aldi";0,1;0,03
"frérot";0,05;0,21
"tel";0,09;0,06
"epoque";0,19;0,06
"coincer";0,09;0,03
"emji_crâne";0,2;0,39
"hors";0,08;0,03
"bouffer";0,11;0,06
"caca";0,18;0,18
"déranger";0,06;0,09
"capter";0,07;0,06
"calme";0,07;0,09
"créer";0,06;0,12
"paix";0,04;0,18
"gueule";0,24;0,48
"emji_visage_de_clown";0,12;0,42
"accord";0,2;0,21
"com";0,17;0,21
"jusqu_au";0,08;0,12
"expression";0,11;0,09
"7";0,05;0,27
"gâteau";0,1;0
"traiter";0,06;0,15
"frais";0,15;0,06
"coller";0,06;0,15
"prof";0,29;0,03
"printemps";0,22;0,12
"ami";0,21;0,09
"cher";0,22;0,42
"fête";0,1;0,18
"soir";0,29;0,45
"sushis";0,16;0
"cause";0,11;0,18
"direct";0,11;0,09
"lit";0,07;0,09
"i";0,17;0,27
"bro";0,06;0,15
"emji_homme_qui_hausse_les_épaules";0,03;0,21
"lé";0,04;0,18
"retourner";0,07;0,15
"adolescence";0,11;0,09
"village";0,17;0
"nez";0,08;0,03
"étonner";0,08;0,18
"chance";0,06;0,3
"emji_femme_qui_hausse_les_épaules";0,16;0,57
"difficile";0,11;0,03
"fan";0,14;0,15
"etc";0,34;0,27
"lait";0,08;0,06
