"";"banalfreq";"X.rts_a";"X.rts_i"
"où";396;-1,347;1,347
"sortir";124;-1,3636;1,3636
"développer";27;0,4055;-0,4055
"purée";15;-1,052;1,052
"pousser";51;-0,4044;0,4044
"image";78;-0,7215;0,7215
"voilà";110;-0,3451;0,3451
"pourquoi";396;0,3605;-0,3605
"bébé";20;0,8851;-0,8851
"réflexe";14;-0,5597;0,5597
"balancer";35;-0,7201;0,7201
"moyen";61;-1,022;1,022
"cool";20;-0,2288;0,2288
"autre";357;0,7951;-0,7951
"fois";267;-1,4875;1,4875
"haha";24;0,4497;-0,4497
"ni";223;0,6854;-0,6854
"peur";97;0,273;-0,273
"également";79;-0,9393;0,9393
"importer";276;-1,1886;1,1886
"connaître";334;1,8111;-1,8111
"participer";19;-0,5177;0,5177
"cours";43;-0,7076;0,7076
"confondre";57;-0,9305;0,9305
"inculte";15;-0,3992;0,3992
"venir";356;1,7581;-1,7581
"comment";262;-0,3298;0,3298
"parent";33;0,4881;-0,4881
"imposer";38;-0,5473;0,5473
"propre";119;-0,5657;0,5657
"mdr";81;-0,6046;0,6046
"emji_pouce_vers_le_haut";47;0,8537;-0,8537
"définir";27;1,1163;-1,1163
"type";98;-0,2874;0,2874
"parisien";14;1,2246;-1,2246
"conversation";18;0,5731;-0,5731
"excuser";65;1,0633;-1,0633
"mélanger";33;-1,0475;1,0475
"premier";218;0,4707;-0,4707
"nan";44;0,9226;-0,9226
"intéresser";73;-0,2825;0,2825
"blâmer";18;-0,4323;0,4323
"croiser";14;0,2852;-0,2852
"meuf";20;1,6634;-1,6634
"rue";44;-1,5759;1,5759
"connaissance";69;0,7571;-0,7571
"agression";39;-1,0686;1,0686
"bon";697;-0,4307;0,4307
"insulter";84;1,5819;-1,5819
"gens";708;-1,0618;1,0618
"élevé";22;0,6341;-0,6341
"traiter";134;-1,006;1,006
"notre";290;-0,7654;0,7654
"entre";221;-0,6237;0,6237
"insulte";13;0,3667;-0,3667
"sexisme";13;-0,244;0,244
"conjugal";16;-1,7485;1,7485
"viol";18;-0,4323;0,4323
"etc";129;-0,889;0,889
"bcp";37;0,3871;-0,3871
"trop";314;-0,3657;0,3657
"vérité";153;0,6031;-0,6031
"dur";24;-0,7256;0,7256
"accepter";87;-0,3316;0,3316
"courage";56;-0,8584;0,8584
"réussir";45;-1,6857;1,6857
"adapter";34;-0,4586;0,4586
"irrespectueux";10;0,7731;-0,7731
"ta";208;0,7938;-0,7938
"manière";191;-0,4248;0,4248
"vulgaire";10;1,2532;-1,2532
"courir";65;0,3414;-0,3414
"reprocher";36;-1,0575;1,0575
"nos";216;-0,8;0,8
"p";34;-0,6421;0,6421
"déranger";89;-0,4987;0,4987
"expliquer";168;-0,4903;0,4903
"discuter";69;-1,9779;1,9779
"réaction";44;0,2875;-0,2875
"comportement";72;0,5773;-0,5773
"signaler";16;-0,4886;0,4886
"plaire";89;0,6849;-0,6849
"parole";47;0,6663;-0,6663
"rien";749;0,5548;-0,5548
"harcèlement";11;-0,5332;0,5332
"activité";15;1,0132;-1,0132
"deux";168;-0,863;0,863
"thème";19;1,0431;-1,0431
"simple";116;1,5125;-1,5125
"offrir";25;-1,1451;1,1451
"partager";98;-0,5515;0,5515
"riche";37;-0,3397;0,3397
"fou";102;1,0298;-1,0298
"tant";167;-1,6413;1,6413
"travailler";96;-0,985;0,985
"salaire";22;-1,5887;1,5887
"part";211;-1,2448;1,2448
"absolument";171;-0,307;0,307
"préférer";83;0,909;-0,909
"aborder";16;-1,1957;1,1957
"info";115;-1,6994;1,6994
"côté";134;-1,1494;1,1494
"supposer";22;0,9083;-0,9083
"pire";49;-0,9546;0,9546
"banaliser";17;-0,585;0,585
"sinon";110;-0,3451;0,3451
"résumer";16;-0,2819;0,2819
"saint";10;1,8997;-1,8997
"normal";96;0,9679;-0,9679
"ménage";17;-0,9081;0,9081
"éduquer";33;0,4881;-0,4881
"laisser";201;-1,4119;1,4119
"tranquille";23;-0,4168;0,4168
"seul";261;0,4981;-0,4981
"sentir";430;0,3717;-0,3717
"obtenir";26;-0,9258;0,9258
"salarial";13;-0,78;0,78
"misogyne";24;1,6494;-1,6494
"principe";41;-0,7611;0,7611
"moral";27;-1,3895;1,3895
"inventer";36;1,354;-1,354
"stérile";14;-0,5597;0,5597
"vie";220;0,6252;-0,6252
"déplaire";18;0,5731;-0,5731
"partisan";11;-0,9317;0,9317
"fameux";27;-1,3895;1,3895
"progrès";19;1,0431;-1,0431
"mêmes";103;-0,6565;0,6565
"heure";59;-0,548;0,548
"actuel";67;1,523;-1,523
"nous";833;-0,2973;0,2973
"sûr";232;-0,5022;0,5022
"partout";75;0,8228;-0,8228
"internet";48;1,7578;-1,7578
"simplement";148;0,4423;-0,4423
"raisonnement";55;-0,2599;0,2599
"insultant";21;0,7499;-0,7499
"moindre";31;-0,4328;0,4328
"leçon";17;1,4466;-1,4466
"recevoir";30;-0,5436;0,5436
"story";11;0,9953;-0,9953
"excellence";11;-0,2767;0,2767
"euh";16;-0,4886;0,4886
"2";147;-1,1244;1,1244
"légal";21;-0,2854;0,2854
"sérieusement";33;-1,749;1,749
"rarement";20;1,6634;-1,6634
"réseau";116;0,3692;-0,3692
"social";146;-0,8207;0,8207
"toucher";48;0,4492;-0,4492
"personnel";72;-1,2206;1,2206
"vice";10;-0,201;0,201
"interdire";51;0,554;-0,554
"pur";54;1,0403;-1,0403
"endroit";24;-0,7256;0,7256
"ensemble";62;-0,5687;0,5687
"discussion";46;-0,5534;0,5534
"honnête";17;0,4388;-0,4388
"possible";73;-1,0888;1,0888
"ci";16;0,321;-0,321
"site";28;1,2876;-1,2876
"ailleurs";135;-0,4142;0,4142
"subtil";10;1,8997;-1,8997
"humain";244;0,3284;-0,3284
"temps";253;-0,8225;0,8225
"journalisme";21;-0,7065;0,7065
"qualité";34;-0,4586;0,4586
"forcément";80;-0,2692;0,2692
"puissance";11;1,5236;-1,5236
"propos";180;-1,4456;1,4456
"alcool";20;-0,2288;0,2288
"4";59;-0,4204;0,4204
"appel";30;-0,2425;0,2425
"aide";51;-1,3797;1,3797
"clair";84;-0,3156;0,3156
"psy";29;-0,6774;0,6774
"effet";80;-1,0037;1,0037
"interroger";26;1,2727;-1,2727
"fin";124;0,7146;-0,7146
"respectueux";14;0,2852;-0,2852
"bel";22;0,9083;-0,9083
"souligner";18;0,3551;-0,3551
"respect";101;1,2675;-1,2675
"empathie";41;-1,2628;1,2628
"dingue";12;1,2328;-1,2328
"facilité";19;-1,6516;1,6516
"quelqu_un";119;-0,3166;0,3166
"instruit";10;0,4313;-0,4313
"soigner";27;-0,5179;0,5179
"boire";14;0,816;-0,816
"probablement";38;0,4724;-0,4724
"conseiller";32;-0,4983;0,4983
"consulter";30;-0,5436;0,5436
"emji_visage_qui_fait_un_câlin";26;1,2727;-1,2727
"mort";96;0,6904;-0,6904
"revenir";71;-0,9504;0,9504
"second";20;1,2362;-1,2362
"dimension";11;0,3269;-0,3269
"lumière";22;0,4192;-0,4192
"cerveau";76;0,9145;-0,9145
"privé";30;-0,2425;0,2425
"5";38;-0,9763;0,9763
"esprit";67;0,8999;-0,8999
"erreur";51;-1,1197;1,1197
"ironie";16;-0,7859;0,7859
"mâle";12;1,2328;-1,2328
"apparaître";23;-0,6326;0,6326
"meurtre";11;-1,5286;1,5286
"élément";28;-0,8387;0,8387
"sexuel";39;-0,4477;0,4477
"autrement";30;-0,2425;0,2425
"concept";53;-0,2767;0,2767
"vivant";32;1,663;-1,663
"début";35;0,9292;-0,9292
"description";20;-1,3042;1,3042
"suite";27;0,5934;-0,5934
"vivre";196;-0,4235;0,4235
"lausanne";12;0,2473;-0,2473
"journal";41;0,5919;-0,5919
"tribune";10;0,4313;-0,4313
"oser";51;-0,8945;0,8945
"chaque";128;-1,8243;1,8243
"nombreux";46;-1,1837;1,1837
"mériter";66;-0,9836;0,9836
"grand";245;0,933;-0,933
"marquer";16;-1,7485;1,7485
"cinéma";38;-0,3918;0,3918
"durant";24;-0,7256;0,7256
"6";34;-1,8792;1,8792
"retrouver";69;0,3779;-0,3779
"toutes";196;1,9585;-1,9585
"porte";52;-0,5973;0,5973
"vision";46;0,9466;-0,9466
"effectivement";81;0,3883;-0,3883
"rapport";196;-0,6461;0,6461
"rendre";207;0,5766;-0,5766
"anonyme";19;-0,7963;0,7963
"hallucinant";16;0,321;-0,321
"eh";23;-0,6326;0,6326
"condescendant";17;0,4388;-0,4388
"patriarcal";19;-0,3163;0,3163
"air";61;1,462;-1,462
"90";20;0,6041;-0,6041
"plein";111;0,2994;-0,2994
"fort";83;-1,8992;1,8992
"forme";82;-0,332;0,332
"depuis";171;1,9713;-1,9713
"quelques";70;-0,4547;0,4547
"masculin";34;-0,3151;0,3151
"ouvrir";125;-0,5982;0,5982
"surprise";23;-0,6326;0,6326
"commettre";23;-1,7361;1,7361
"inconnu";23;0,5348;-0,5348
"schéma";11;0,3269;-0,3269
"extrêmement";38;0,3342;-0,3342
"différent";68;0,3218;-0,3218
"conjoint";20;-1,3042;1,3042
"agresser";10;-0,4217;0,4217
"danger";30;-1,3757;1,3757
"multiple";21;-0,2854;0,2854
"étonnant";24;-0,3157;0,3157
"valoir";63;-0,2799;0,2799
"or";19;-1,1677;1,1677
"magnifique";29;1,1359;-1,1359
"désolé";73;1,1523;-1,1523
"obliger";67;-0,5572;0,5572
"pub";10;-0,7825;0,7825
"meme";67;0,7351;-0,7351
"publication";55;-1,4814;1,4814
"complet";34;0,4213;-0,4213
"âge";57;1,6851;-1,6851
"totalement";112;0,7207;-0,7207
"accord";230;-0,9315;0,9315
"formation";21;-0,7065;0,7065
"uniquement";55;-1,7793;1,7793
"hey";10;-0,201;0,201
"nouveau";82;-1,1383;1,1383
"santé";46;-0,5534;0,5534
"récent";14;-0,3174;0,3174
"puis";80;1,328;-1,328
"rejoindre";12;-0,653;0,653
"issue";18;0,3551;-0,3551
"voici";17;1,4466;-1,4466
"entier";64;-0,5371;0,5371
"titre";104;-1,3185;1,3185
"youtube";31;1,4791;-1,4791
"contexte";52;1,0172;-1,0172
"égo";13;0,6343;-0,6343
"puisqu";14;0,816;-0,816
"annonce";10;-0,201;0,201
"fond";89;1,7443;-1,7443
"bref";101;0,3003;-0,3003
"exemple";151;-1,3432;1,3432
"tenir";77;-0,986;0,986
"sacré";22;0,9083;-0,9083
"personnage";35;0,3625;-0,3625
"forcer";24;-0,4911;0,4911
"emji_visage_pensif";10;-0,4217;0,4217
"choix";115;-0,5115;0,5115
"difficile";83;-0,8539;0,8539
"consommation";20;-0,3864;0,3864
"apparemment";55;-0,9883;0,9883
"espérer";82;-1,1383;1,1383
"individu";43;-0,9208;0,9208
"fortune";10;-1,3419;1,3419
"expression";114;-0,4753;0,4753
"témoignage";23;0,7769;-0,7769
"niveau";257;-0,4333;0,4333
"emji_tête_qui_explose";11;0,3269;-0,3269
"réfléchir";128;-0,841;0,841
"facile";124;-1,3636;1,3636
"cadre";21;-0,7065;0,7065
"encadrer";11;-0,9317;0,9317
"suivre";125;-1,0993;1,0993
"ainsi";64;0,2873;-0,2873
"tentative";19;-1,6516;1,6516
"dramatique";11;0,9953;-0,9953
"illégal";10;-1,3419;1,3419
"encore";511;0,4616;-0,4616
"anglais";51;0,7146;-0,7146
"exact";29;-0,6774;0,6774
"instagram";61;1,2279;-1,2279
"similaire";18;-0,253;0,253
"père";33;0,9048;-0,9048
"énormément";19;0,7223;-0,7223
"énerver";19;1,4408;-1,4408
"demain";14;0,5066;-0,5066
"frustration";20;-0,2288;0,2288
"chose";478;0,4787;-0,4787
"malgré";42;0,8984;-0,8984
"parfois";76;-0,299;0,299
"départ";14;-0,5597;0,5597
"conscience";58;-0,2784;0,2784
"valeur";95;-0,534;0,534
"supporter";11;1,5236;-1,5236
"transmettre";29;-0,4725;0,4725
"gérer";28;-0,5954;0,5954
"israël";11;-0,9317;0,9317
"dose";11;-0,5332;0,5332
"contrairement";44;-0,439;0,439
"affirmer";35;-0,7201;0,7201
"trois";16;-0,7859;0,7859
"fake";25;-1,1451;1,1451
"new";17;-0,3535;0,3535
"décider";36;0,3108;-0,3108
"bloquer";34;-1,1495;1,1495
"inviter";46;-0,4095;0,4095
"revoir";33;-0,398;0,398
"code";28;0,508;-0,508
"éthique";13;-1,2462;1,2462
"journalistique";11;-0,9317;0,9317
"celui";69;0,7571;-0,7571
"illustre";14;-0,9132;0,9132
"poster";33;0,3376;-0,3376
"comparer";37;0,9534;-0,9534
"opinion";99;-1,3562;1,3562
"base";122;0,3383;-0,3383
"obligation";40;-1,8272;1,8272
"proposition";14;-0,9132;0,9132
"tordre";26;0,6913;-0,6913
"train";18;-0,253;0,253
"feu";19;-0,7963;0,7963
"emji_tête_à_l";26;0,4792;-0,4792
"envers";95;1,2044;-1,2044
"gouvernement";39;-1,3627;1,3627
"jugement";39;0,2875;-0,2875
"pourtant";108;0,6836;-0,6836
"néanmoins";11;-0,2767;0,2767
"saisir";16;-0,4886;0,4886
"nuance";32;-0,699;0,699
"gare";10;0,4313;-0,4313
"actuellement";37;-0,3397;0,3397
"faible";16;0,5407;-0,5407
"emji_visage_souriant_avec_de_grands_yeux";11;0,6027;-0,6027
"discours";127;0,3371;-0,3371
"président";22;-1,1524;1,1524
"moquerie";10;0,4313;-0,4313
"cependant";31;0,3125;-0,3125
"rentrer";20;-0,3864;0,3864
"attribuer";14;0,5066;-0,5066
"neige";12;0,7939;-0,7939
"corps";61;-0,8279;0,8279
"emji_visage_envoyant_un_bisou";47;1,3187;-1,3187
"vers";70;0,8483;-0,8483
"15";30;-0,2425;0,2425
"hahaha";11;-0,5332;0,5332
"voisin";35;-0,2472;0,2472
"fantasme";13;-1,2462;1,2462
"aspect";24;-1,8866;1,8866
"plupart";57;0,3663;-0,3663
"voiture";13;0,3667;-0,3667
"sexualité";15;1,0132;-1,0132
"lâcher";19;-1,6516;1,6516
"recherche";45;-0,8579;0,8579
"personnellement";55;0,762;-0,762
"comm";13;0,3667;-0,3667
"matelas";14;-0,9132;0,9132
"rire";49;1,3393;-1,3393
"masque";14;-0,9132;0,9132
"paraître";49;-0,315;0,315
"ouf";21;0,3173;-0,3173
"pk";23;-0,2591;0,2591
"sentiment";36;0,3108;-0,3108
"physique";69;-1,2058;1,2058
"surtout";228;-0,766;0,766
"standard";10;1,2532;-1,2532
"adresser";19;-0,3163;0,3163
"directement";22;-0,8091;0,8091
"portée";10;-0,201;0,201
"excuse";30;-1,039;1,039
"sincèrement";36;0,6172;-0,6172
"agressif";28;-0,2637;0,2637
"cordialement";13;-0,457;0,457
"brillant";12;1,2328;-1,2328
"inutile";41;1,001;-1,001
"vide";30;-0,7639;0,7639
"constater";41;-0,5706;0,5706
"30";40;0,4975;-0,4975
"quels";17;-0,9081;0,9081
"avantage";20;-0,6092;0,6092
"malheureusement";125;1,6969;-1,6969
"baser";29;-0,9368;0,9368
"couverture";10;-1,3419;1,3419
"mensonge";21;-1,029;1,029
"hypocrisie";22;-0,8091;0,8091
"objet";40;-1,4705;1,4705
"haut";61;0,406;-0,406
"50";55;0,762;-0,762
"prêt";20;-0,3864;0,3864
"attirer";15;-0,6696;0,6696
"humour";33;0,4881;-0,4881
"précédent";31;-0,4328;0,4328
"message";113;-0,4405;0,4405
"chez";181;1,2946;-1,2946
"fille";35;0,7027;-0,7027
"ignorer";37;-1,4752;1,4752
"jusqu_au";14;-0,9132;0,9132
"millier";18;0,3551;-0,3551
"remercier";17;0,4388;-0,4388
"souffrir";13;0,3667;-0,3667
"cultivé";10;1,2532;-1,2532
"capable";85;0,9303;-0,9303
"autant";121;-0,3731;0,3731
"pitié";43;0,4598;-0,4598
"certainement";36;-0,8019;0,8019
"elle_même";14;-0,3174;0,3174
"persuader";17;0,6939;-0,6939
"finalement";35;-0,3672;0,3672
"journée";68;-1,8791;1,8791
"abe";12;-1,718;1,718
"préjugé";12;-0,3623;0,3623
"nez";18;-0,4323;0,4323
"absolu";17;0,2542;-0,2542
"derrière";63;-0,966;0,966
"pseudo";21;-0,4627;0,4627
"partie";117;-0,6982;0,6982
"arrogance";21;1,4402;-1,4402
"aveugle";27;-0,3444;0,3444
"certitude";17;1,0272;-1,0272
"perso";43;0,4598;-0,4598
"gratuitement";16;1,2239;-1,2239
"soleil";12;1,805;-1,805
"tourner";39;0,5665;-0,5665
"autour";35;0,7027;-0,7027
"terre";72;1,2416;-1,2416
"chercher";159;0,9683;-0,9683
"entourer";16;-0,4886;0,4886
"confusion";13;-0,244;0,244
"hab";15;-0,3992;0,3992
"emji_mains_en_prière_peau_claire";26;0,6913;-0,6913
"bêtise";63;0,4259;-0,4259
"hier";26;0,6913;-0,6913
"loin";95;0,4144;-0,4144
"certaine";32;0,2638;-0,2638
"bruit";12;0,7939;-0,7939
"pareil";123;1,8717;-1,8717
"lequel";21;0,3173;-0,3173
"fil";22;0,9083;-0,9083
"résultat";54;0,2875;-0,2875
"creuser";15;-0,6696;0,6696
"talent";20;0,3878;-0,3878
"numéro";23;-1,2799;1,2799
"entrer";16;-0,2819;0,2819
"film";66;-0,5077;0,5077
"centaine";14;0,2852;-0,2852
"référence";30;-0,2425;0,2425
"libre";112;0,2735;-0,2735
"merveilleux";15;1,4596;-1,4596
"joli";49;0,8778;-0,8778
"série";30;-1,3757;1,3757
"hésiter";24;0,9315;-0,9315
"total";42;-1,3644;1,3644
"humilité";12;1,2328;-1,2328
"acquérir";15;-0,3992;0,3992
"désir";17;0,2542;-0,2542
"d_abord";22;-0,5449;0,5449
"bourgeois";28;0,508;-0,508
"idéologie";50;-1,5732;1,5732
"combat";64;0,9562;-0,9562
"emji_visage_roulant_des_yeux";107;1,1606;-1,1606
"mépris";29;1,4677;-1,4677
"limite";44;-0,439;0,439
"8";17;0,4388;-0,4388
"10";57;-0,5819;0,5819
"divorce";14;-0,3174;0,3174
"dommage";89;0,9728;-0,9728
"craindre";22;1,2467;-1,2467
"heureux";29;0,8548;-0,8548
"condition";18;-0,4323;0,4323
"patriarcat";29;0,6217;-0,6217
"créer";113;1,2222;-1,2222
"laquelle";37;0,5407;-0,5407
"famille";57;-1,9926;1,9926
"construire";27;0,8293;-0,8293
"imaginer";74;-0,7978;0,7978
"rigoler";15;1,4596;-1,4596
"certaines";92;-1,0731;1,0731
"communauté";24;0,4497;-0,4497
"public";58;-1,231;1,231
"uns";20;1,2362;-1,2362
"avancer";63;-1,9815;1,9815
"100";56;-0,6792;0,6792
"jusqu_à";34;0,2874;-0,2874
"enlever";19;1,4408;-1,4408
"aucun";215;-0,5237;0,5237
"emji_visage_qui_vomit";14;0,2852;-0,2852
"féminisme";73;-0,9029;0,9029
"estimer";20;0,3878;-0,3878
"soi";46;0,4265;-0,4265
"minimum";54;-0,7223;0,7223
"défaut";22;-0,5449;0,5449
"emji_pouce_vers_le_haut_peau_claire";13;-0,244;0,244
"étonner";33;-1,749;1,749
"telle";21;0,504;-0,504
"contraire";157;0,7307;-0,7307
"autrui";12;1,2328;-1,2328
"habit";14;-0,3174;0,3174
"emji_visage_avec_un_léger_sourire";25;1,8641;-1,8641
"artiste";17;-1,9223;1,9223
"jeu";24;0,2868;-0,2868
"café";16;1,2239;-1,2239
"festival";12;0,2473;-0,2473
"finir";62;-0,5687;0,5687
"corriger";25;-0,5707;0,5707
"cohérent";18;-0,4323;0,4323
"pathétique";26;0,6913;-0,6913
"aise";15;0,6646;-0,6646
"comporter";20;0,8851;-0,8851
"étrange";18;-0,4323;0,4323
"sourire";10;1,2532;-1,2532
"empêcher";86;-1,0386;1,0386
"rajouter";21;-0,2854;0,2854
"connait";14;-0,3174;0,3174
"dessus";61;-0,2968;0,2968
"afin";28;-0,5954;0,5954
"légitime";17;0,4388;-0,4388
"heureusement";50;0,3496;-0,3496
"position";23;-0,2591;0,2591
"ouais";42;-0,3381;0,3381
