"";"X.rts_a";"X.rts_i"
"emji_coeur_rouge";10,34;1,48
"incroyable";1,16;0,4
"dimanche";0,83;0,3
"dieu";1,89;0,28
"possible";0,62;0,84
"grand";3,41;2,76
"temps";4,29;3,07
"chant";0,04;0,01
"école";1,88;0,96
"enfantin";0,03;0,02
"oreille";0,32;0,05
"grave";0,36;0,52
"meilleur";1,68;1,11
"terrain";0,12;0,26
"emji_ok";0,45;0,11
"emji_trinquer";0,05;0,02
"emji_trèfle_à_quatre_feuilles";0,28;0,06
"emji_applaudissements";6,1;3,17
"emji_feu";2,63;1,15
"suisse";6,07;11,1
"pleurer";0,39;0,28
"rire";1,03;0,38
"français";3,36;1,77
"budget";0,07;0,34
"journaliste";0,73;0,49
"rts";0,79;1,35
"double";0,2;0,19
"emji_mains_levées";1,69;0,88
"inviter";0,17;0,25
"gym";0,03;0,02
"profil";0,11;0,24
"laisser";1,24;1,95
"célébrer";0,02;0,04
"espoir";0,09;0,12
"euro";0,36;0,11
"cousin";0,21;0,05
"belge";0,31;0,04
"beau";6,85;1,5
"mentalité";0,33;0,23
"victoire";0,09;0,11
"défaite";0,04;0,03
"chance";0,67;0,62
"rester";2,18;2,87
"compétition";0,1;0,11
"vraiment";3,14;2,91
"insupportable";0,09;0,11
"gens";4,7;5,3
"cirque";0,05;0,09
"pareil";1,3;0,76
"inculte";0,05;0,05
"tellement";4;1,4
"bas";0,55;0,85
"rapporter";0,06;0,16
"centime";0,06;0,06
"payer";0,95;3,82
"loyer";0,05;0,46
"facture";0,04;0,18
"mois";0,57;0,95
"sport";0,54;0,35
"chose";3,78;3,24
"nécessaire";0,16;0,37
"monde";4,03;5,22
"mourir";0,51;0,43
"faim";0,13;0,14
"battre";0,69;0,44
"survie";0,06;0,06
"maladie";0,39;0,76
"foire";0,04;0,01
"bête";0,5;0,13
"sauvage";0,57;0,07
"humain";1,77;1,62
"devenir";2,15;1,92
"pathétique";0,09;0,08
"siècle";0,32;0,25
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";0,06;0,08
"souvenir";4,96;0,23
"oser";0,38;0,38
"viser";0,08;0,32
"couper";0,75;0,69
"pr";0,13;0,16
"réponse";1,01;0,68
"échange";0,11;0,22
"constructif";0,05;0,08
"plaisir";1,12;0,47
"chanter";0,26;0,07
"purée";0,28;0,12
"moin";0,09;0,08
"lèvre";0,02;0,02
"emji_se_rouler_par_terre_de_rire";5,57;2,19
"ya";0,37;0,21
"origine";0,4;0,34
"ds";0,25;0,12
"équipe";0,52;0,78
"gars";0,62;0,4
"bout";0,41;0,39
"rêver";0,23;0,09
"emji_coeur_cartes";0,56;0,02
"nati";0,07;0,04
"adorer";2,65;0,27
"offrir";0,37;0,59
"match";0,41;0,27
"espérer";0,99;1,1
"gagner";0,49;0,93
"europe";0,31;1,05
"vivre";3;2,38
"apprendre";1,7;0,87
"oublier";1,15;1,1
"racine";0,1;0,05
"emji_drapeau_suisse";1;0,83
"croiser";0,17;0,11
"doigt";0,35;0,24
"suède";0,01;0,06
"dernier";1,58;0,94
"pffff";0,02;0,05
"aimer";6,14;1,46
"hippie";0,07;0
"nage";0,03;0,01
"payant";0,06;0,06
"avion";0,23;0,24
"gonfler";0,05;0,03
"femme";5,85;3,7
"prendre";3,35;4,21
"analyse";0,12;0,2
"correct";0,11;0,19
"genre";1,14;1,46
"clip";0,06;0,01
"faute";0,61;0,63
"traduction";0,07;0,03
"ego";0,07;0,06
"vrai";3,64;2,77
"emji_drapeau_états_unis";0,01;0,07
"correction";0,05;0,02
"honnêtement";0,13;0,15
"regarder";1,82;1,29
"emji_visage_avec_les_sourcils_relevés";0,16;0,13
"fier";0,42;0,25
"raison";2,18;1,67
"rue";0,6;0,71
"police";0,34;2,81
"avertir";0,03;0,03
"voiture";0,79;0,81
"amande";0,03;0,04
"argent";0,63;2,15
"attendre";0,85;1,17
"emji_coeur_enflammé";0,06;0,01
"parent";1,56;0,73
"avouer";0,21;0,15
"meuf";0,25;0,05
"vidéo";2,46;0,65
"vendre";0,34;0,56
"rêve";0,45;0,19
"apercevoir";0,08;0,02
"min";0,08;0,06
"emji_visage_envoyant_un_bisou";0,61;0,24
"publier";0,08;0,19
"reportage";1,44;0,21
"tecktonik";0,2;0
"religieux";0,15;0,12
"historien";0,03;0,03
"représenter";0,18;0,71
"musée";0,07;0,13
"enseigner";0,22;0,08
"histoire";1,04;1,27
"temp";0,03;0,03
"fesait";0,05;0
"erreur";0,26;0,39
"passer";3,44;3,44
"dur";0,54;0,62
"boiter";0,08;0,05
"air";1,12;0,46
"détester";0,43;0,1
"anniversaire";0,17;0,05
"photo";0,32;0,47
"seigneur";0,1;0,02
"ptn";0,06;0,05
"pensée";0,44;0,23
"my";0,09;0,04
"vie";4,89;2,86
"ahahah";0,05;0,02
"chaud";0,54;0,24
"imaginer";0,68;0,68
"revoir";0,62;0,25
"mtn";0,19;0,1
"compte";0,87;1,43
"jeunesse";0,65;0,12
"heureusement";1;0,48
"période";0,38;0,16
"court";0,15;0,1
"mulet";0,07;0
"horreur";0,41;0,28
"emji_visage_qui_hurle_de_peur";0,5;0,19
"disparaître";0,44;0,25
"arrivée";0,16;0,12
"finalement";0,36;0,28
"élève";0,68;0,17
"allure";0,03;0,01
"calme";0,25;0,13
"vieux";1,67;0,35
"france";2,43;2,17
"partir";0,87;1,92
"clairement";0,39;0,69
"relire";0,15;0,21
"explication";0,11;0,15
"interviewer";0,16;0,01
"rajeunir";0,06;0
"nettement";0,06;0,07
"conditionner";0,03;0,02
"délire";0,09;0,07
"amitié";0,06;0,05
"hypocrisie";0,06;0,24
"emji_visage_mécontent";0,04;0,01
"irréprochable";0,02;0,02
"vocabulaire";0,46;0,05
"choisir";0,46;0,67
"phrase";0,52;0,26
"complexe";0,11;0,18
"camp";0,12;0,26
"vacance";0,4;0,23
"emji_soleil";0,15;0,01
"moniteur";0,05;0
"nombreux";0,3;0,44
"colonie";0,05;0,04
"romand";0,24;0,15
"étudiant";0,11;0,22
"science";0,27;0,17
"éducation";0,7;0,4
"claude";0,1;0,01
"cabane";0,06;0
"bois";0,34;0,15
"bain";0,5;0,06
"rivière";0,06;0,03
"génial";1,06;0,15
"frère";0,33;0,18
"soeur";0,34;0,08
"importer";1,02;1,39
"emji_visage_avec_un_léger_sourire";0,41;0,22
"commentaire";2,11;2,37
"emji_visage_rieur";0,33;0,03
"vachement";0,07;0,05
"classe";1,2;0,75
"ancien";0,97;0,25
"marrant";0,22;0,14
"trésor";0,1;0,01
"saut";0,09;0,02
"patrimoine";0,07;0,16
"extraordinaire";0,28;0,03
"connaître";3,32;1,75
"papa";0,31;0,09
"maître";0,16;0,07
"alpage";0,1;0
"maison";1,16;0,62
"gamin";0,68;0,11
"copain";0,55;0,13
"ville";0,73;1,07
"piscine";0,17;0,06
"merveilleux";0,79;0,09
"moitié";0,44;0,34
"vélomoteur";0,07;0
"puch";0,06;0
"part";1,14;1,52
"selle";0,05;0
"blanc";1,2;0,58
"voler";0,34;0,61
"bleu";0,22;0,12
"marine";0,04;0,01
"maxi";0,06;0
"troupe";0,01;0,03
"année";4,62;2,31
"ahaha";0,15;0,02
"régaler";0,12;0,02
"emji_poing_levé";0,07;0,06
"rouler";0,38;0,26
"neige";0,57;0,2
"chaux";0,07;0,02
"malheureusement";1,33;0,9
"1er";0,29;0,2
"acheter";0,83;0,85
"pot";0,1;0,09
"italie";0,5;0,2
"kilomètre";0,06;0,05
"emji_pouce_vers_le_haut";1,14;0,26
"excellent";0,63;0,32
"côté";1,03;1,12
"vert";0,17;0,19
"monter";0,28;0,36
"km";0,09;0,13
"h";0,21;0,23
"maquiller";0,07;0,02
"emji_visage_souriant_aux_yeux_rieurs";1,13;0,29
"évidemment";0,37;0,47
"groupe";0,39;0,7
"travailleur";0,07;0,25
"social";0,62;1,42
"jour";3,25;2,57
"jeune";2,9;1,14
"piste";0,13;0,13
"réaliser";0,18;0,18
"gris";0,06;0,04
"vaud";0,25;0,25
"média";0,13;0,68
"sensibiliser";0,03;0,02
"politicien";0,06;0,32
"urgence";0,05;0,12
"proposer";0,22;0,46
"espace";0,19;0,26
"entièrement";0,13;0,14
"consacrer";0,02;0,06
"montrer";0,63;1,14
"lausanne";0,55;0,62
"flic";0,11;0,23
"indignation";0,02;0,06
"boguet";0,06;0
"conduire";0,17;0,2
"genève";1,07;1,26
"début";0,88;0,42
"étude";0,29;0,86
"comparer";0,37;0,35
"plat";0,15;0,07
"besoin";1,26;1,89
"manière";0,55;0,89
"apprécier";0,32;0,1
"pays";1,43;5,63
"habitant";0,1;0,32
"grèce";0,02;0,02
"turquie";0,09;0,08
"côte";0,05;0,04
"us";0,05;0,24
"rencontre";0,12;0,05
"voyage";0,22;0,24
"destination";0,03;0,04
"recommander";0,07;0,06
"donner";2,49;2,78
"goût";0,31;0,21
"hasard";0,17;0,2
"découverte";0,08;0,05
"frisson";0,08;0,02
"intéressant";0,69;0,43
"entendre";1,65;0,77
"regard";0,33;0,12
"homme";5,09;2,57
"réflexion";0,34;0,21
"urbain";0,03;0,03
"cheveu";0,51;0,11
"vent";0,12;0,11
"effet";0,45;0,73
"perle";0,06;0,01
"remonter";0,17;0,09
"lol";0,6;0,28
"naître";0,93;0,38
"fou";0,98;0,59
"image";0,65;0,61
"gros";1,04;1,11
"problème";1,42;3,33
"boy";0,14;0,02
"carrément";0,18;0,13
"éclater";0,1;0,06
"carter";0,05;0
"huile";0,15;0,03
"bagnole";0,06;0,03
"etait";0,59;0,23
"considérer";0,26;0,39
"réseau";0,53;0,52
"passion";0,25;0,07
"témoignage";0,6;0,14
"perdre";1,1;1,23
"suffire";0,36;0,71
"taper";0,22;0,21
"nom";1,6;0,6
"facebook";0,02;0,02
"street";0,04;0,01
"premier";1,56;1,27
"minute";0,26;0,23
"fils";0,52;0,19
"suivre";0,48;0,73
"roi";0,29;0,12
"roller";0,08;0,03
"mère";1,14;0,29
"descendre";0,11;0,14
"permettre";0,72;1,4
"lien";0,26;0,46
"concerner";0,22;0,67
"mort";0,88;1,16
"affronter";0,03;0,06
"emji_visage_avec_bouche_ouverte";1,51;0,64
"fantastique";0,17;0,05
"bus";0,2;0,2
"orange";0,14;0,06
"emji_visage_en_pleine_réflexion";1,16;1,05
"drôle";0,63;0,3
"rip";0,06;0,11
"partie";1,03;1,28
"redescendre";0,03;0,04
"bord";0,11;0,14
"lac";0,51;0,12
"emji_visage_souriant_avec_yeux_rieurs";1,56;0,32
"recyclage";0,07;0,04
"mignon";0,93;0,04
"naïf";0,08;0,09
"réchauffement";0,14;0,18
"climatique";0,18;0,44
"grippe";0,04;0,04
"emji_visage_très_souriant_aux_yeux_rieurs";0,49;0,14
"rassurant";0,04;0,04
"repos";0,06;0,03
"nourrir";1,02;0,26
"soigner";0,2;0,34
"politique";0,3;2,04
"visionnaire";0,19;0,01
"écouter";1,11;0,55
"sage";0,26;0,05
"philosophie";0,18;0,03
"adulte";0,57;0,35
"essence";0,08;0,08
"électrique";0,11;0,12
"étonnant";0,15;0,29
"clairvoyance";0,06;0
"prophète";0,05;0
"exactement";0,84;0,71
"train";0,37;0,71
"emji_visage_qui_pleure";3,83;2,32
"écologie";0,08;0,14
"multinationale";0,03;0,09
"gouvernement";0,17;1,15
"vélo";0,26;0,32
"exister";2,17;1,34
"écolo";0,07;0,04
"respecter";0,53;1,02
"nature";0,88;0,28
"employer";0,05;0,13
"difficulté";0,16;0,15
"étranger";0,23;0,89
"travailler";1,12;1,77
"entourer";0,12;0,09
"responsable";0,21;0,49
"billet";0,11;0,43
"lieu";0,68;1,27
"papier";0,36;0,23
"mégot";0,04;0,02
"terre";0,68;0,82
"élire";0,04;0,21
"rappeler";1,03;0,63
"herbe";0,06;0,02
"putain";0,24;0,07
"hahaha";0,24;0,1
"remarquer";0,38;0,21
"impeccable";0,04;0,01
"planter";0,16;0,06
"bâton";0,08;0,05
"inclure";0,04;0,1
"emji_visage_avec_une_main_sur_la_bouche";0,39;0,09
"génie";0,2;0,11
"alexandre";0,07;0
"simplement";0,76;1,11
"rôle";0,17;0,33
"mètre";0,07;0,06
"véritable";0,16;0,19
"intelligence";0,38;0,14
"bras";0,21;0,15
"plan";0,16;0,37
"légende";0,22;0,04
"retour";0,4;0,37
"touchant";1,07;0,03
"certainement";0,39;0,29
"emji_visage_souriant";0,57;0,13
"écrire";0,98;1,19
"sous_titre";0,05;0
"triste";1,07;0,83
"ca";1,56;1,42
"essayer";0,7;0,94
"effort";0,22;0,36
"berger";0,03;0,02
"hyper";0,23;0,18
"sensible";0,09;0,08
"différence";0,53;0,6
"emji_coeur_noir";0,05;0,01
"emji_couronne";0,07;0,01
"face";0,35;0,7
"culturel";0,1;0,17
"arrêter";1,37;2,88
"qqn";0,05;0,09
"boisson";0,02;0,02
"faux";0,68;1,27
"important";0,47;0,78
"préciser";0,12;0,17
"sujet";0,72;1,55
"mr";0,21;0,08
"georges";0,7;0
"niveau";1,31;1,39
"élevé";0,27;0,27
"post";0,12;0,4
"projet";0,12;0,48
"logique";0,28;0,67
"inventer";0,46;0,17
"conclusion";0,06;0,13
"chef";0,17;0,19
"oeuvre";0,1;0,2
"génération";1,25;0,32
"traiter";0,42;0,65
"changement";0,34;0,39
"climat";0,09;0,36
"vivement";0,15;0,19
"sérieux";0,39;0,48
"emji_visage_souriant_avec_coeurs";2,35;0,21
"emji_visage_de_clown";0,3;0,43
"courir";0,33;0,31
"richesse";0,14;0,31
"perte";0,16;0,33
"août";0,11;0,04
"joyeux";0,3;0,14
"fête";0,5;0,19
"national";0,32;0,46
"helvétique";0,04;0,05
"emji_visage_de_geek";0,21;0,21
"emji_cotillons";0,11;0,05
"garçon";0,95;0,08
"sembler";0,8;0,77
"information";0,2;0,65
"mémoire";0,21;0,16
"revenir";1,03;1,1
"hahah";0,05;0,02
"adorable";0,69;0,02
"seulement";0,69;0,98
"nord";0,27;0,2
"résultat";0,35;0,52
"identique";0,05;0,04
"férié";0,05;0,02
"façon";0,89;0,82
"politiquement";0,03;0,09
"diviser";0,07;0,12
"habiter";0,5;0,36
"peuple";0,2;1,73
"accorder";0,06;0,13
"enrichir";0,05;0,16
"immigration";0,09;0,32
"arriver";1,66;1,65
"européen";0,17;0,68
"situer";0,04;0,1
"coeur";1,15;0,45
"coucher";0,16;0,08
"fonctionner";0,24;0,6
"langue";0,61;0,72
"pur";0,29;0,21
"tendre";0,13;0,1
"micro";0,16;0,02
"adolescent";0,06;0,05
"confiance";0,17;0,24
"émouvoir";0,08;0,01
"emji_mains_en_prière";2,44;0,76
"emji_papillon";0,06;0,01
"emji_notes_de_musique";0,45;0,02
"emji_coeur_bleu";0,1;0,02
"page";0,13;0,17
"svp";0,41;0,39
"céder";0,01;0,08
"médiocrité";0;0,04
"oups";0,05;0,06
"désolé";0,33;0,26
"doute";0,41;0,46
"pluie";0,15;0,05
"cerveau";0,35;0,25
"journée";0,94;0,67
"détendre";0,07;0,04
"jean";0,36;0,2
"michel";0,11;0,03
"utiliser";1,76;1,57
"pression";0,08;0,23
"jet";0,07;0,15
"envoyer";0,45;0,53
"décevoir";0,12;0,07
"prêt";0,38;0,26
"armoire";0,05;0,01
"manger";1,59;0,74
"fondue";0,28;0,11
"savoyard";0,06;0,04
"haut";0,62;0,63
"montagne";0,32;0,18
"descente";0,09;0,04
"ski";0,28;0,13
"louper";0,1;0,06
"emji_visage_roulant_des_yeux";1,01;0,82
"recette";0,06;0,15
"emji_fondue";0,06;0,03
"cher";0,94;1,29
"posts";0,02;0,04
"trouver";2,98;2,56
"intégralité";0,04;0,01
"version";0,17;0,11
"long";0,55;0,65
"larme";0,12;0,02
"oeil";0,77;0,69
"bio";0,11;0,18
"envie";0,66;0,52
"empêcher";0,3;0,55
"sourire";0,32;0,08
"froid";0,64;0,27
"dos";0,29;0,23
"moment";1,38;1,52
"manquer";1,35;1,04
"célèbre";0,03;0,03
"culte";0,08;0,02
"radio";0,2;0,1
"grimper";0,02;0,04
"pilier";0,03;0,08
"pont";0,05;0,07
"mur";0,15;0,17
"fribourg";0,18;0,16
"escalade";0,02;0,04
"artificiel";0,1;0,08
"créatif";0,07;0,02
"faible";0,1;0,22
"marcher";0,39;0,62
"champion";0,18;0,19
"roger";0,06;0
"chapeau";0,22;0,07
"artiste";0,14;0,23
"tennis";0,03;0,01
"éternité";0,05;0,01
"emji_coeur_vert";0,09;0,03
"we";0,04;0,01
"lover";0,04;0,03
"you";0,04;0,06
"magique";0,23;0,09
"réussite";0,04;0,13
"sympa";0,5;0,17
"emji_tête_à_l_envers";0,24;0,2
"léger";0,12;0,05
"crier";0,17;0,23
"scandale";0,08;0,21
"direct";0,24;0,35
"tour";0,29;0,26
"chien";0,49;0,23
"mauvais";0,83;0,81
"singe";0,07;0,02
"recevoir";0,75;0,55
"amour";1,01;0,19
"quotidien";0,17;0,26
"cuisinier";0,04;0,01
"client";0,55;0,21
"demander";2;2,33
"pousser";0,21;0,32
"aberrant";0,05;0,08
"exprimer";0,82;0,29
"bêtement";0,03;0,03
"pauvre";1,32;1,02
"servir";0,83;1,17
"bière";0,11;0,04
"métier";0,64;0,43
"sacrifier";0,02;0,02
"déplacement";0,03;0,08
"foutre";0,7;0,78
"lier";0,17;0,4
"crever";0,13;0,14
"ohh";0,06;0,01
"avenir";0,18;0,25
"restauration";0,02;0,05
"numéro";0,06;0,13
"étonner";0,29;0,49
"maltraiter";0,1;0,08
"honteux";0,11;0,37
"cure";0,04;0,02
"emji_visage_qui_vomit";0,23;0,16
"politesse";0,03;0,03
"epoque";0,23;0,03
"emji_tête_de_fou";0,27;0,19
"beurre";0,08;0,06
"horrifier";0,01;0,03
"maman";0,55;0,15
"quantité";0,09;0,18
"sucre";0,11;0,05
"secret";0,16;0,11
"grand_mère";0,27;0,02
"émission";0,53;0,18
"emji_étoile";0,08;0,01
"emji_miam";0,18;0,03
"régal";0,07;0,02
"enfance";0,87;0,09
"famille";1,04;1,39
"emji_pouce_vers_le_haut_peau_moyennement_claire";0,11;0,03
"mec";0,92;0,5
"mdrrrr";0,07;0,04
"emji_tête_de_chat";0,05;0,01
"tuer";0,67;1,29
"xd";0,08;0,02
"justement";0,54;1,01
"marier";0,43;0,16
"vendredi";0,12;0,03
"chiffre";0,15;0,64
"humilité";0,34;0,02
"daron";0,11;0,01
"voix";0,62;0,27
"répondre";0,99;0,79
"menace";0,05;0,21
"pertinent";0,12;0,19
"mdrrr";0,18;0,09
"simple";1,09;0,87
"efficace";0,1;0,17
"chanceux";0,08;0,02
"couille";0,15;0,04
"patate";0,08;0,01
"pourri";0,21;0,1
"attentat";0,02;0,12
"banane";0,08;0,01
"wsh";0,07;0
"vrmt";0,04;0,05
"emji_visage_qui_pleure_à_chaudes_larmes";1,28;0,59
"veille";0,06;0,03
"jpp";0,04;0,02
"signe";0,13;0,14
"hauteur";0,11;0,11
"précision";0,12;0,07
"tjr";0,06;0,07
"loto";0,03;0,01
"mdr";0,86;0,65
"typiquement";0,06;0,01
"père";1,27;0,26
"fois";2,13;2,37
"jouer";2,2;0,71
"hahahaha";0,05;0,02
"intervention";0,06;0,21
"présent";0,25;0,28
"satisfaire";0,12;0,08
"connerie";0,2;0,27
"présenter";0,26;0,34
"insta";0,14;0,13
"tort";0,13;0,11
"men";0,02;0,04
"mdrr";0,14;0,07
"porte";0,51;0,51
"malheur";0,06;0,04
"perso";0,51;0,34
"bonheur";0,83;0,15
"janvier";0,06;0,06
"emji_poignée_de_main";0,04;0,03
"bernard";0,14;0,07
"lunette";0,22;0,06
"soleil";0,47;0,11
"protéger";0,35;1,01
"profondeur";0,04;0,02
"chercher";0,79;0,93
"diversité";0,05;0,06
"attitude";0,06;0,04
"chou";0,37;0,1
"facile";0,52;0,65
"refaire";0,23;0,14
"interview";0,38;0,07
"passionnant";0,06;0,03
"envisager";0,03;0,05
"auprès_de";0,05;0,08
"avis";0,54;0,83
"esprit";0,55;0,31
"nostalgie";0,3;0,01
"état";0,53;2,42
"catastrophique";0,06;0,07
"normalement";0,1;0,09
"scandaleux";0,03;0,19
"tiers";0,06;0,07
"what";0,03;0,01
"innocent";0,11;0,32
"réparer";0,03;0,06
"traumatisme";0,09;0,04
"cacher";0,24;0,53
"développer";0,2;0,25
"1ere";0,06;0,02
"main";0,68;0,6
"méthode";0,31;0,16
"qd";0,17;0,02
"violer";0,05;0,18
"bébé";0,22;0,21
"réflexe";0,03;0,05
"naturel";0,68;0,21
"balancer";0,11;0,19
"choquer";0,5;0,22
"moyen";0,57;1,3
"cool";0,33;0,21
"fille";1,67;0,33
"nageur";0,04;0
"tôt";0,18;0,15
"film";0,41;0,28
"résumé";0,13;0,07
"rapport";0,66;0,98
"association";0,13;0,19
"plainte";0,01;0,05
"cul";0,3;0,13
"enlever";0,23;0,34
"gosse";0,42;0,18
"rythme";0,11;0,1
"doré";0,04;0,01
"chalet";0,07;0,04
"emji_biceps_contracté_peau_légèrement_mate";0,04;0,03
"emji_biceps_contracté_peau_moyennement_claire";0,05;0,04
"aîné";0,07;0,03
"cours";0,8;0,58
"répéter";0,23;0,27
"objectif";0,1;0,28
"atteindre";0,15;0,43
"preuve";0,42;0,56
"vivant";0,51;0,29
"inutile";0,24;0,31
"peur";0,67;0,67
"océan";0,02;0,05
"également";0,56;0,76
"marin";0,02;0,02
"participer";0,22;0,43
"spécialiste";0,06;0,08
"barbare";0,02;0,03
"confondre";0,11;0,28
"poisson";0,17;0,06
"emji_visage_boudeur";0,5;0,63
"condamner";0,08;0,41
"insécurité";0,01;0,09
"naissance";0,14;0,09
"phénomène";0,11;0,14
"moteur";0,17;0,05
"qq";0,1;0,03
"imposer";0,17;0,49
"propre";0,81;0,83
"idiot";0,11;0,05
"technique";0,23;0,11
"jeter";0,23;0,26
"nager";0,04;0,01
"flotte";0,06;0,01
"parfaitement";0,22;0,19
"mode";0,82;0,39
"terrifiant";0,05;0,02
"bateau";0,06;0,16
"mer";0,11;0,09
"env";0,01;0,04
"violence";0,39;1,42
"brutal";0,05;0,05
"liquide";0,08;0,03
"instruire";0,06;0,01
"bb";0,04;0,07
"traumatiser";0,11;0,03
"seul";2,12;2,3
"renoncer";0,03;0,05
"heureux";1,38;0,28
"paradis";0,22;0,07
"gentil";0,69;0,21
"leçon";0,48;0,14
"joli";0,78;0,32
"dignité";0,07;0,08
"célestin";0,39;0
"reposer";0,25;0,23
"paix";0,54;1,49
"sûr";1,21;1,3
"place";0,94;1,83
"emji_visage_soulagé";0,44;0,09
"content";0,45;0,45
"tendresse";0,12;0
"ptit";0,05;0,02
"bonhomme";0,1;0,01
"définir";0,09;0,08
"type";0,48;0,52
"émouvant";0,52;0,01
"linge";0,09;0,02
"salutation";0,06;0,02
"simplicité";0,53;0,01
"stresser";0,12;0,03
"malade";0,25;0,27
"finir";0,91;1,2
"personnage";0,23;0,1
"partager";0,72;0,49
"charme";0,17;0,02
"emji_coeur_blanc";0,23;0,06
"emji_abeille";0,05;0,01
"parisien";0,16;0,04
"cour";0,15;0,07
"conversation";0,09;0,05
"excuser";0,25;0,27
"mélanger";0,1;0,16
"appeler";1,92;0,97
"boule";0,07;0,05
"moto";0,13;0,1
"tomber";0,67;0,57
"nan";0,25;0,15
"chui";0,02;0,02
"intéresser";0,3;0,4
"blâmer";0,05;0,09
"énergie";0,2;0,52
"dégager";0,08;0,08
"connaissance";0,3;0,21
"agression";0,09;0,14
"meme";0,54;0,56
"siffler";0,05;0,01
"normal";0,77;0,94
"insulter";0,28;0,18
"réciproque";0,03;0,01
"société";0,86;1,41
"insulte";0,06;0,04
"sexisme";0,05;0,04
"conjugal";0,01;0,07
"viol";0,05;0,17
"etc";1,2;1,65
"bcp";0,37;0,43
"télé";0,25;0,09
"réalité";0,36;1,08
"tik";0,06;0,01
"tok";0,06;0,01
"droit";1,06;2,94
"debut";0,05;0,02
"gant";0,34;0,03
"pétard";0,04;0,01
"brun";0,09;0
"féministe";0,23;0,19
"vierge";0,06;0,05
"vide";0,22;0,17
"propos";0,49;0,58
"vérité";0,53;0,48
"accepter";0,36;0,64
"courage";0,33;0,63
"réussir";0,22;0,45
"adapter";0,17;0,34
"irrespectueux";0,03;0,03
"vulgaire";0,06;0,02
"franchise";0,04;0,06
"retrouver";1,01;0,73
"sublime";0,09;0,01
"draguer";0,14;0,01
"reprocher";0,06;0,15
"p";0,43;0,23
"déranger";0,26;0,37
"agréable";0,25;0,06
"expliquer";0,54;0,89
"discuter";0,12;0,24
"waw";0,04;0,01
"spirituel";0,04;0,01
"ramasser";0,11;0,13
"lever";0,2;0,11
"emji_visage_éméché";0,16;0,07
"terriblement";0,06;0,02
"jeu";1,52;0,31
"lumière";0,22;0,19
"noisette";0,06;0
"québec";0,22;0
"ramener";0,21;0,18
"ahah";0,16;0,05
"réaction";0,15;0,16
"mot";1,97;0,95
"comportement";0,24;0,26
"signaler";0,06;0,08
"plaire";0,36;0,28
"plaie";0,02;0,04
"parole";0,48;0,33
"silence";0,13;0,16
"harcèlement";0,09;0,12
"rdv";0,04;0,04
"faciliter";0,03;0,11
"influence";0,07;0,11
"expo";0,04;0,02
"site";0,17;0,26
"parc";0,06;0,09
"activité";0,21;0,2
"thème";0,06;0,03
"commencer";0,68;1,3
"ressentir";0,26;0,11
"relation";0,09;0,23
"amical";0,03;0,01
"mari";0,42;0,12
"âme";0,6;0,2
"riche";0,43;2,23
"laid";0,04;0,01
"salaire";0,3;1,35
"unir";0,14;0,48
"subir";0,28;0,51
"résister";0,03;0,07
"pire";0,92;0,89
"parallèle";0,05;0,09
"civil";0,06;0,9
"commun";0,22;0,4
"adresse";0,1;0,1
"couple";0,25;0,45
"mesure";0,11;0,58
"office";0,04;0,09
"foyer";0,13;0,22
"condition";0,19;0,51
"mariage";0,23;0,07
"égal";0,1;0,21
